,train,val,test
0,16B0003394,18B0004358D,18B0004358D
1,18B0006623C,18B0005477G,18B0005477G
2,17B0034675,16B0026794,16B0026794
3,18B0005124A,17B0016589,17B0016589
4,18B0006623I,18B0006622E,18B0006622E
5,17B0034449,18B0005478A,18B0005478A
6,17B0021010,17B0031932,17B0031932
7,18B0004349G,18B0005478H,18B0005478H
8,17B0031124,16B0028161,16B0028161
9,18B0002933H,18B0005125B,18B0005125B
10,17B0034179,18B0001971B,18B0001971B
11,17B0027608,16B0028914,16B0028914
12,16B0022608,16B0028815,16B0028815
13,16B0022612,18B0003901F,18B0003901F
14,17B0017506,16B0001851,16B0001851
15,18B0002933I,17B0018428,17B0018428
16,16B0006669,17B0029534,17B0029534
17,18B0006170D,18B0003808K,18B0003808K
18,16B0006668,16B0024175,16B0024175
19,18B0001510J,17B0017511,17B0017511
20,17B0031079,16B0028138,16B0028138
21,18B0006623A,17B0034184,17B0034184
22,16B0027040,17B0031103,17B0031103
23,16B0027038,17B0023909,17B0023909
24,18B0003896D,17B0022792,17B0022792
25,18B0006179I,16B0023613,16B0023613
26,17B0016566,16B0026792,16B0026792
27,18B0005478B,17B0015777,17B0015777
28,17B0011996,18B0006174B,18B0006174B
29,18B001071J,17B0031911,17B0031911
30,16B0028168,18B0005478G,18B0005478G
31,17B0019359,,
32,18B0002930B,,
33,16B0022613,,
34,17B0015685,,
35,16B0024177,,
36,16B0028817,,
37,16B0028816,,
38,17B0031893,,
39,18B0005718B,,
40,18B0005478E,,
41,18B0004346A,,
42,18B0006621D,,
43,16B0023614,,
44,18B0006623F,,
45,16B0006694,,
46,18B0005230E,,
47,17B0031879,,
48,18B0001071H,,
49,16B0028814,,
50,17B0024162,,
51,18B0001966H,,
52,18B0002452G,,
53,16B0022615,,
54,18B0003894J,,
55,17B00208864,,
56,16B0006695,,
57,18B0002932D,,
58,17B0028627,,
59,17B0015969,,
60,18B0005773,,
61,18B0006623J,,
62,18B0006623H,,
63,17B0032153,,
64,16B0008045,,
65,16B0026795,,
66,18B0006177A,,
67,16B0022616,,
68,16B0022786,,
69,16B0028813,,
70,17B0027646,,
71,18B0005478I,,
72,17B0031053,,
73,17B0034247,,
74,18B0005478F,,
75,16B0028822,,
76,16B0008067,,
77,17B0031877,,
78,17B00116581,,
79,18B0002975B,,
80,17B0023980,,
81,16B0003388,,
82,17B0029587,,
83,17B0031109,,
84,18B0005478J,,
85,17B0034674,,
86,16B0022610,,
87,18B0006623D,,
88,17B0031108,,
89,18B0003894H,,
90,18B0001159D,,
91,17B0016583,,
92,16B0024181,,
93,17B0016579,,
94,17B0017717,,
95,17B0023487,,
96,17B0017454,,
97,17B0031061,,
98,18B0006169B,,
99,18B0005126C,,
100,16B0024174,,
101,18B0001510G,,
102,17B0031904,,
103,16B0026796,,
104,18B0006623B,,
105,18B0005478D,,
106,17B0031890,,
107,16B0024173,,
108,18B0003032A,,
109,18B0006173F,,
110,16B0022781,,
111,18B000646H,,
112,16B0028148,,
113,16B0027039,,
114,18B0004349A,,
115,18B000646G,,
116,17B00208861,,
117,18B0005478C,,
118,17B0035220,,
119,17B0015554,,
120,17B0024636,,
121,18B0001506G,,
122,18B0006623G,,
