,train,val,test
0,18B0004358D,17B0031124,17B0031124
1,16B0003394,17B0017506,17B0017506
2,18B0006623C,18B0006170D,18B0006170D
3,17B0034675,18B0001510J,18B0001510J
4,18B0005124A,18B0006623A,18B0006623A
5,18B0006623I,16B0027040,16B0027040
6,18B0005477G,16B0027038,16B0027038
7,17B0034449,18B0003896D,18B0003896D
8,17B0021010,18B0006179I,18B0006179I
9,18B0004349G,17B0011996,17B0011996
10,18B0002933H,16B0022613,16B0022613
11,16B0026794,17B0015685,17B0015685
12,17B0034179,16B0024177,16B0024177
13,17B0027608,16B0028816,16B0028816
14,16B0022608,18B0005718B,18B0005718B
15,16B0022612,18B0006623F,18B0006623F
16,18B0002933I,18B0001071H,18B0001071H
17,16B0006669,16B0022615,16B0022615
18,17B0016589,18B0002932D,18B0002932D
19,16B0006668,17B0028627,17B0028627
20,18B0006622E,17B0015969,17B0015969
21,17B0031079,18B0006177A,18B0006177A
22,17B0016566,16B0028813,16B0028813
23,18B0005478A,17B0031053,17B0031053
24,18B0005478B,18B0005478F,18B0005478F
25,18B001071J,17B0031877,17B0031877
26,16B0028168,17B00116581,17B00116581
27,17B0019359,17B0023980,17B0023980
28,18B0002930B,16B0003388,16B0003388
29,16B0028817,17B0016579,17B0016579
30,17B0031893,18B0005478D,18B0005478D
31,18B0005478E,,
32,18B0004346A,,
33,18B0006621D,,
34,16B0023614,,
35,16B0006694,,
36,18B0005230E,,
37,17B0031932,,
38,18B0005478H,,
39,17B0031879,,
40,16B0028161,,
41,16B0028814,,
42,17B0024162,,
43,18B0001966H,,
44,18B0002452G,,
45,18B0005125B,,
46,18B0003894J,,
47,18B0001971B,,
48,17B00208864,,
49,16B0006695,,
50,16B0028914,,
51,16B0028815,,
52,18B0003901F,,
53,18B0005773,,
54,18B0006623J,,
55,18B0006623H,,
56,17B0032153,,
57,16B0008045,,
58,16B0001851,,
59,16B0026795,,
60,17B0018428,,
61,16B0022616,,
62,16B0022786,,
63,17B0029534,,
64,17B0027646,,
65,18B0005478I,,
66,18B0003808K,,
67,17B0034247,,
68,16B0028822,,
69,16B0024175,,
70,16B0008067,,
71,18B0002975B,,
72,17B0017511,,
73,17B0029587,,
74,16B0028138,,
75,17B0031109,,
76,18B0005478J,,
77,17B0034674,,
78,16B0022610,,
79,17B0034184,,
80,18B0006623D,,
81,17B0031103,,
82,17B0031108,,
83,18B0003894H,,
84,18B0001159D,,
85,17B0016583,,
86,16B0024181,,
87,17B0023909,,
88,17B0017717,,
89,17B0022792,,
90,17B0023487,,
91,17B0017454,,
92,17B0031061,,
93,18B0006169B,,
94,18B0005126C,,
95,16B0024174,,
96,18B0001510G,,
97,16B0023613,,
98,17B0031904,,
99,16B0026796,,
100,18B0006623B,,
101,17B0031890,,
102,16B0026792,,
103,16B0024173,,
104,18B0003032A,,
105,17B0015777,,
106,18B0006173F,,
107,16B0022781,,
108,18B000646H,,
109,16B0028148,,
110,16B0027039,,
111,18B0004349A,,
112,18B0006174B,,
113,18B000646G,,
114,17B00208861,,
115,18B0005478C,,
116,17B0035220,,
117,17B0031911,,
118,18B0005478G,,
119,17B0015554,,
120,17B0024636,,
121,18B0001506G,,
122,18B0006623G,,
