,train,val,test
0,18B0004358D,18B0006623C,18B0006623C
1,16B0003394,17B0034675,17B0034675
2,18B0005124A,18B0006623I,18B0006623I
3,18B0005477G,17B0034449,17B0034449
4,17B0021010,18B0002933I,18B0002933I
5,18B0004349G,16B0006668,16B0006668
6,17B0031124,18B001071J,18B001071J
7,18B0002933H,17B0019359,17B0019359
8,16B0026794,18B0002930B,18B0002930B
9,17B0034179,18B0005478E,18B0005478E
10,17B0027608,18B0001966H,18B0001966H
11,16B0022608,17B00208864,17B00208864
12,16B0022612,16B0006695,16B0006695
13,17B0017506,17B0032153,17B0032153
14,16B0006669,16B0008045,16B0008045
15,17B0016589,16B0022786,16B0022786
16,18B0006170D,17B0029587,17B0029587
17,18B0006622E,17B0031109,17B0031109
18,18B0001510J,17B0034674,17B0034674
19,17B0031079,17B0031108,17B0031108
20,18B0006623A,18B0003894H,18B0003894H
21,16B0027040,18B0001159D,18B0001159D
22,16B0027038,17B0016583,17B0016583
23,18B0003896D,17B0017454,17B0017454
24,18B0006179I,17B0031061,17B0031061
25,17B0016566,18B0006169B,18B0006169B
26,18B0005478A,18B0006623B,18B0006623B
27,18B0005478B,16B0027039,16B0027039
28,17B0011996,18B0004349A,18B0004349A
29,16B0028168,18B000646G,18B000646G
30,16B0022613,17B0015554,17B0015554
31,17B0015685,,
32,16B0024177,,
33,16B0028817,,
34,16B0028816,,
35,17B0031893,,
36,18B0005718B,,
37,18B0004346A,,
38,18B0006621D,,
39,16B0023614,,
40,18B0006623F,,
41,16B0006694,,
42,18B0005230E,,
43,17B0031932,,
44,18B0005478H,,
45,17B0031879,,
46,18B0001071H,,
47,16B0028161,,
48,16B0028814,,
49,17B0024162,,
50,18B0002452G,,
51,16B0022615,,
52,18B0005125B,,
53,18B0003894J,,
54,18B0001971B,,
55,16B0028914,,
56,18B0002932D,,
57,16B0028815,,
58,17B0028627,,
59,17B0015969,,
60,18B0003901F,,
61,18B0005773,,
62,18B0006623J,,
63,18B0006623H,,
64,16B0001851,,
65,16B0026795,,
66,17B0018428,,
67,18B0006177A,,
68,16B0022616,,
69,16B0028813,,
70,17B0029534,,
71,17B0027646,,
72,18B0005478I,,
73,18B0003808K,,
74,17B0031053,,
75,17B0034247,,
76,18B0005478F,,
77,16B0028822,,
78,16B0024175,,
79,16B0008067,,
80,17B0031877,,
81,17B00116581,,
82,18B0002975B,,
83,17B0023980,,
84,16B0003388,,
85,17B0017511,,
86,16B0028138,,
87,18B0005478J,,
88,16B0022610,,
89,17B0034184,,
90,18B0006623D,,
91,17B0031103,,
92,16B0024181,,
93,17B0016579,,
94,17B0023909,,
95,17B0017717,,
96,17B0022792,,
97,17B0023487,,
98,18B0005126C,,
99,16B0024174,,
100,18B0001510G,,
101,16B0023613,,
102,17B0031904,,
103,16B0026796,,
104,18B0005478D,,
105,17B0031890,,
106,16B0026792,,
107,16B0024173,,
108,18B0003032A,,
109,17B0015777,,
110,18B0006173F,,
111,16B0022781,,
112,18B000646H,,
113,16B0028148,,
114,18B0006174B,,
115,17B00208861,,
116,18B0005478C,,
117,17B0035220,,
118,17B0031911,,
119,18B0005478G,,
120,17B0024636,,
121,18B0001506G,,
122,18B0006623G,,
