,train,val,test
0,18B0004358D,17B0034179,17B0034179
1,16B0003394,17B0027608,17B0027608
2,18B0006623C,16B0022608,16B0022608
3,17B0034675,16B0022612,16B0022612
4,18B0005124A,16B0006669,16B0006669
5,18B0006623I,17B0016566,17B0016566
6,18B0005477G,17B0031893,17B0031893
7,17B0034449,18B0004346A,18B0004346A
8,17B0021010,16B0023614,16B0023614
9,18B0004349G,16B0006694,16B0006694
10,17B0031124,18B0005230E,18B0005230E
11,18B0002933H,17B0031879,17B0031879
12,16B0026794,16B0028814,16B0028814
13,17B0017506,18B0002452G,18B0002452G
14,18B0002933I,18B0006623J,18B0006623J
15,17B0016589,18B0006623H,18B0006623H
16,18B0006170D,16B0022616,16B0022616
17,16B0006668,16B0028822,16B0028822
18,18B0006622E,18B0002975B,18B0002975B
19,18B0001510J,18B0005478J,18B0005478J
20,17B0031079,16B0024181,16B0024181
21,18B0006623A,17B0017717,17B0017717
22,16B0027040,17B0023487,17B0023487
23,16B0027038,18B0001510G,18B0001510G
24,18B0003896D,16B0026796,16B0026796
25,18B0006179I,18B0006173F,18B0006173F
26,18B0005478A,16B0022781,16B0022781
27,18B0005478B,16B0028148,16B0028148
28,17B0011996,17B00208861,17B00208861
29,18B001071J,17B0024636,17B0024636
30,16B0028168,18B0006623G,18B0006623G
31,17B0019359,,
32,18B0002930B,,
33,16B0022613,,
34,17B0015685,,
35,16B0024177,,
36,16B0028817,,
37,16B0028816,,
38,18B0005718B,,
39,18B0005478E,,
40,18B0006621D,,
41,18B0006623F,,
42,17B0031932,,
43,18B0005478H,,
44,18B0001071H,,
45,16B0028161,,
46,17B0024162,,
47,18B0001966H,,
48,16B0022615,,
49,18B0005125B,,
50,18B0003894J,,
51,18B0001971B,,
52,17B00208864,,
53,16B0006695,,
54,16B0028914,,
55,18B0002932D,,
56,16B0028815,,
57,17B0028627,,
58,17B0015969,,
59,18B0003901F,,
60,18B0005773,,
61,17B0032153,,
62,16B0008045,,
63,16B0001851,,
64,16B0026795,,
65,17B0018428,,
66,18B0006177A,,
67,16B0022786,,
68,16B0028813,,
69,17B0029534,,
70,17B0027646,,
71,18B0005478I,,
72,18B0003808K,,
73,17B0031053,,
74,17B0034247,,
75,18B0005478F,,
76,16B0024175,,
77,16B0008067,,
78,17B0031877,,
79,17B00116581,,
80,17B0023980,,
81,16B0003388,,
82,17B0017511,,
83,17B0029587,,
84,16B0028138,,
85,17B0031109,,
86,17B0034674,,
87,16B0022610,,
88,17B0034184,,
89,18B0006623D,,
90,17B0031103,,
91,17B0031108,,
92,18B0003894H,,
93,18B0001159D,,
94,17B0016583,,
95,17B0016579,,
96,17B0023909,,
97,17B0022792,,
98,17B0017454,,
99,17B0031061,,
100,18B0006169B,,
101,18B0005126C,,
102,16B0024174,,
103,16B0023613,,
104,17B0031904,,
105,18B0006623B,,
106,18B0005478D,,
107,17B0031890,,
108,16B0026792,,
109,16B0024173,,
110,18B0003032A,,
111,17B0015777,,
112,18B000646H,,
113,16B0027039,,
114,18B0004349A,,
115,18B0006174B,,
116,18B000646G,,
117,18B0005478C,,
118,17B0035220,,
119,17B0031911,,
120,18B0005478G,,
121,17B0015554,,
122,18B0001506G,,
