,train,val,test
0,B201813098C_c1,B201812551C_c1,B201812551C_c1
1,B201812551C_c2,B201716192A2_c4,B201716192A2_c4
2,B201812551C_c3,B201716192A2_c2,B201716192A2_c2
3,B201735334F_c1,B201732854A_c1,B201732854A_c1
4,B201800437A_c2,B201806722A_c1,B201806722A_c1
5,B201800437A_c3,B201715932_c2,B201715932_c2
6,B201800437A_c1,B201715932_c1,B201715932_c1
7,B201716192A2_c3,B201813750B2_c1,B201813750B2_c1
8,B201716192A2_c1,B201725590F_c1,B201725590F_c1
9,B201732854A_c2,B201706114_c4,B201706114_c4
10,B201732854A_c3,B201813098E_c3,B201813098E_c3
11,B201806722A_c2,B201727680B2_c2,B201727680B2_c2
12,B201806722A_c3,B201816126A_c4,B201816126A_c4
13,B201735334C_c1,B201723919_c3,B201723919_c3
14,B201718108A_c4,B201702546_c2,B201702546_c2
15,B201718108A_c2,B201725590B_c1,B201725590B_c1
16,B201718108A_c3,B201817578A_c1,B201817578A_c1
17,B201718108A_c1,B201812551A_c3,B201812551A_c3
18,B201715932_c3,B201739044B_c1,B201739044B_c1
19,B201721383A2_c2,B202008386C_c2,B202008386C_c2
20,B201721383A2_c1,B202008386C_c1,B202008386C_c1
21,B201710377B_c4,B201720538A4_c2,B201720538A4_c2
22,B201710377B_c2,B201725590A_c2,B201725590A_c2
23,B201710377B_c3,B201813750B1_c1,B201813750B1_c1
24,B201710377B_c1,B201813098A_c2,B201813098A_c2
25,B201710377B_c5,B201710386F_c3,B201710386F_c3
26,B201725590F_c2,B201814242C_c3,B201814242C_c3
27,B201725590F_c3,B201809109B_c2,B201809109B_c2
28,B201706114_c2,B201727680C1_c1,B201727680C1_c1
29,B201706114_c3,B201817578C_c1,B201817578C_c1
30,B201706114_c1,B201800437B_c1,B201800437B_c1
31,B201731277A_c2,B201720538A2_c1,B201720538A2_c1
32,B201731277A_c3,B201813097C_c2,B201813097C_c2
33,B201731277A_c1,B201802055B_c1,B201802055B_c1
34,B201731277B_c2,B201730844_c3,B201730844_c3
35,B201731277B_c1,B201710377C_c4,B201710377C_c4
36,B201809110B_c2,B201710377C_c5,B201710377C_c5
37,B201809110B_c3,B201720076A3_c2,B201720076A3_c2
38,B201809110B_c1,B201725590E_c3,B201725590E_c3
39,B201813098E_c2,B201710379A_c1,B201710379A_c1
40,B201813098E_c1,B201727680C2_c2,B201727680C2_c2
41,B201727680B2_c1,B201710377A_c4,B201710377A_c4
42,B201816126A_c2,B201809109A_c3,B201809109A_c3
43,B201816126A_c3,B201720076A4_c1,B201720076A4_c1
44,B201816126A_c1,B201710382B_c1,B201710382B_c1
45,B201816126A_c5,B201721383A4_c1,B201721383A4_c1
46,B201710386A_c2,B201809109C_c3,B201809109C_c3
47,B201710386A_c3,B201715933_c3,B201715933_c3
48,B201710386A_c1,B201803401B_c3,B201803401B_c3
49,B201723919_c4,B201727680B1_c1,B201727680B1_c1
50,B201723919_c2,B201732854B_c2,B201732854B_c2
51,B201723919_c1,B201715930A1_c1,B201715930A1_c1
52,B201718108B_c2,B201727090A_c1,B201727090A_c1
53,B201718108B_c1,B201718108C_c1,B201718108C_c1
54,B201702546_c4,B201714117_c4,B201714117_c4
55,B201702546_c3,B201714117_c2,B201714117_c2
56,B201702546_c1,B201714117_c1,B201714117_c1
57,B201725590B_c2,,
58,B201725590B_c3,,
59,B201817578A_c2,,
60,B201817578A_c3,,
61,B201812551A_c4,,
62,B201812551A_c2,,
63,B201812551A_c1,,
64,B201735334B_c2,,
65,B201735334B_c1,,
66,B201739044B_c2,,
67,B201739044B_c3,,
68,B201806722B_c2,,
69,B201806722B_c3,,
70,B201806722B_c1,,
71,B202008386C_c4,,
72,B202008386C_c3,,
73,B201710386E_c4,,
74,B201710386E_c2,,
75,B201710386E_c3,,
76,B201710386E_c1,,
77,B201710386E_c5,,
78,B201800437C_c2,,
79,B201800437C_c3,,
80,B201800437C_c1,,
81,B201816126B_c1,,
82,B201720538A4_c4,,
83,B201720538A4_c3,,
84,B201720538A4_c1,,
85,B201725590A_c4,,
86,B201725590A_c3,,
87,B201725590A_c1,,
88,B201813098A_c1,,
89,B201710386F_c4,,
90,B201710386F_c2,,
91,B201710386F_c1,,
92,B201814242C_c4,,
93,B201814242C_c2,,
94,B201727680C1_c2,,
95,B201735334A_c1,,
96,B201813750A_c2,,
97,B201813750A_c3,,
98,B201813750A_c1,,
99,B201817578C_c2,,
100,B201817578C_c3,,
101,B202016825A_c4,,
102,B202016825A_c2,,
103,B202016825A_c3,,
104,B202016825A_c1,,
105,B202004165C_c2,,
106,B202004165C_c3,,
107,B202004165C_c1,,
108,B201809110A_c1,,
109,B201800437B_c2,,
110,B201801711B_c2,,
111,B201801711B_c1,,
112,B201720538A2_c4,,
113,B201720538A2_c2,,
114,B201720538A2_c3,,
115,B201813097B_c2,,
116,B201813097B_c3,,
117,B201813097B_c1,,
118,B201813097C_c3,,
119,B201813097C_c1,,
120,B201812551B_c4,,
121,B201812551B_c2,,
122,B201812551B_c3,,
123,B201812551B_c1,,
124,B201802055B_c4,,
125,B201802055B_c2,,
126,B201802055B_c3,,
127,B201730844_c2,,
128,B201730844_c1,,
129,B201802055A_c4,,
130,B201802055A_c2,,
131,B201802055A_c3,,
132,B201802055A_c1,,
133,B201710377C_c2,,
134,B201710377C_c3,,
135,B201710377C_c1,,
136,B201735334H_c2,,
137,B201735334H_c1,,
138,B201720076A3_c3,,
139,B201720076A3_c1,,
140,B201809110C_c2,,
141,B201809110C_c3,,
142,B201809110C_c1,,
143,B201710386B_c2,,
144,B201710386B_c3,,
145,B201710386B_c1,,
146,B201725590E_c4,,
147,B201725590E_c2,,
148,B201725590E_c1,,
149,B201710379A_c4,,
150,B201710379A_c2,,
151,B201710379A_c3,,
152,B201727680C2_c1,,
153,B201710377A_c2,,
154,B201710377A_c3,,
155,B201710377A_c1,,
156,B201710377A_c5,,
157,B201816126C_c1,,
158,B201809109A_c2,,
159,B201809109A_c1,,
160,B201720076A4_c2,,
161,B201710382B_c2,,
162,B201710382B_c3,,
163,B201814242A_c4,,
164,B201814242A_c2,,
165,B201814242A_c3,,
166,B201814242A_c1,,
167,B201809109C_c4,,
168,B201809109C_c2,,
169,B201809109C_c1,,
170,B201801711A_c2,,
171,B201801711A_c1,,
172,B201715933_c2,,
173,B201715933_c1,,
174,B201803401B_c4,,
175,B201803401B_c2,,
176,B201803401B_c1,,
177,B201720538A1_c4,,
178,B201720538A1_c2,,
179,B201720538A1_c3,,
180,B201720538A1_c1,,
181,B201710379B_c2,,
182,B201710379B_c3,,
183,B201710379B_c1,,
184,B201803401A_c4,,
185,B201803401A_c2,,
186,B201803401A_c3,,
187,B201803401A_c1,,
188,B201715930A2_c2,,
189,B201715930A2_c3,,
190,B201715930A2_c1,,
191,B201739044C_c2,,
192,B201739044C_c1,,
193,B201735334G_c1,,
194,B201813750B3_c1,,
195,B201725590C_c2,,
196,B201725590C_c3,,
197,B201725590C_c1,,
198,B201727680B1_c2,,
199,B202012097A_c4,,
200,B202012097A_c2,,
201,B202012097A_c3,,
202,B202012097A_c1,,
203,B202012097A_c5,,
204,B201813098B_c1,,
205,B201732854B_c3,,
206,B201732854B_c1,,
207,B201813097A_c2,,
208,B201813097A_c3,,
209,B201813097A_c1,,
210,B201715930A1_c2,,
211,B201715930A1_c3,,
212,B201923782A_c2,,
213,B201923782A_c3,,
214,B201923782A_c1,,
215,B201735334E_c1,,
216,B201727090A_c2,,
217,B201727090A_c3,,
218,B201720076A1_c2,,
219,B201720076A1_c1,,
220,B201718108C_c2,,
221,B201718108C_c3,,
222,B201714117_c3,,
223,B201714117_c5,,
224,B201720538A3_c4,,
225,B201720538A3_c2,,
226,B201720538A3_c3,,
227,B201720538A3_c1,,
228,B201801711C_c1,,
