,train,val,test
0,B201813098C_c1,B201812551C_c2,B201812551C_c2
1,B201812551C_c3,B201735334F_c1,B201735334F_c1
2,B201812551C_c1,B201800437A_c3,B201800437A_c3
3,B201800437A_c2,B201716192A2_c3,B201716192A2_c3
4,B201800437A_c1,B201718108A_c4,B201718108A_c4
5,B201716192A2_c4,B201718108A_c2,B201718108A_c2
6,B201716192A2_c2,B201721383A2_c2,B201721383A2_c2
7,B201716192A2_c1,B201710377B_c4,B201710377B_c4
8,B201732854A_c2,B201710377B_c1,B201710377B_c1
9,B201732854A_c3,B201706114_c3,B201706114_c3
10,B201732854A_c1,B201731277A_c2,B201731277A_c2
11,B201806722A_c2,B201731277A_c3,B201731277A_c3
12,B201806722A_c3,B201813098E_c1,B201813098E_c1
13,B201806722A_c1,B201816126A_c2,B201816126A_c2
14,B201735334C_c1,B201723919_c4,B201723919_c4
15,B201718108A_c3,B201723919_c1,B201723919_c1
16,B201718108A_c1,B201718108B_c1,B201718108B_c1
17,B201715932_c2,B201817578A_c3,B201817578A_c3
18,B201715932_c3,B201812551A_c1,B201812551A_c1
19,B201715932_c1,B201735334B_c1,B201735334B_c1
20,B201721383A2_c1,B201800437C_c1,B201800437C_c1
21,B201710377B_c2,B201816126B_c1,B201816126B_c1
22,B201710377B_c3,B202016825A_c2,B202016825A_c2
23,B201710377B_c5,B202004165C_c1,B202004165C_c1
24,B201813750B2_c1,B201800437B_c2,B201800437B_c2
25,B201725590F_c2,B201720538A2_c4,B201720538A2_c4
26,B201725590F_c3,B201720538A2_c3,B201720538A2_c3
27,B201725590F_c1,B201813097B_c1,B201813097B_c1
28,B201706114_c4,B201812551B_c2,B201812551B_c2
29,B201706114_c2,B201812551B_c1,B201812551B_c1
30,B201706114_c1,B201730844_c2,B201730844_c2
31,B201731277A_c1,B201802055A_c1,B201802055A_c1
32,B201731277B_c2,B201710377C_c2,B201710377C_c2
33,B201731277B_c1,B201710377C_c3,B201710377C_c3
34,B201809110B_c2,B201710377C_c1,B201710377C_c1
35,B201809110B_c3,B201735334H_c1,B201735334H_c1
36,B201809110B_c1,B201809110C_c3,B201809110C_c3
37,B201813098E_c2,B201809110C_c1,B201809110C_c1
38,B201813098E_c3,B201710377A_c3,B201710377A_c3
39,B201727680B2_c2,B201809109A_c2,B201809109A_c2
40,B201727680B2_c1,B201814242A_c4,B201814242A_c4
41,B201816126A_c4,B201814242A_c2,B201814242A_c2
42,B201816126A_c3,B201809109C_c2,B201809109C_c2
43,B201816126A_c1,B201809109C_c1,B201809109C_c1
44,B201816126A_c5,B201720538A1_c4,B201720538A1_c4
45,B201710386A_c2,B201710379B_c1,B201710379B_c1
46,B201710386A_c3,B201803401A_c4,B201803401A_c4
47,B201710386A_c1,B201803401A_c2,B201803401A_c2
48,B201723919_c2,B201715930A2_c3,B201715930A2_c3
49,B201723919_c3,B201739044C_c2,B201739044C_c2
50,B201718108B_c2,B201739044C_c1,B201739044C_c1
51,B201702546_c4,B202012097A_c4,B202012097A_c4
52,B201702546_c2,B202012097A_c1,B202012097A_c1
53,B201702546_c3,B201813097A_c1,B201813097A_c1
54,B201702546_c1,B201727090A_c3,B201727090A_c3
55,B201725590B_c2,B201720076A1_c2,B201720076A1_c2
56,B201725590B_c3,B201720076A1_c1,B201720076A1_c1
57,B201725590B_c1,B201714117_c5,B201714117_c5
58,B201817578A_c2,,
59,B201817578A_c1,,
60,B201812551A_c4,,
61,B201812551A_c2,,
62,B201812551A_c3,,
63,B201735334B_c2,,
64,B201739044B_c2,,
65,B201739044B_c3,,
66,B201739044B_c1,,
67,B201806722B_c2,,
68,B201806722B_c3,,
69,B201806722B_c1,,
70,B202008386C_c4,,
71,B202008386C_c2,,
72,B202008386C_c3,,
73,B202008386C_c1,,
74,B201710386E_c4,,
75,B201710386E_c2,,
76,B201710386E_c3,,
77,B201710386E_c1,,
78,B201710386E_c5,,
79,B201800437C_c2,,
80,B201800437C_c3,,
81,B201720538A4_c4,,
82,B201720538A4_c2,,
83,B201720538A4_c3,,
84,B201720538A4_c1,,
85,B201725590A_c4,,
86,B201725590A_c2,,
87,B201725590A_c3,,
88,B201725590A_c1,,
89,B201813750B1_c1,,
90,B201813098A_c2,,
91,B201813098A_c1,,
92,B201710386F_c4,,
93,B201710386F_c2,,
94,B201710386F_c3,,
95,B201710386F_c1,,
96,B201814242C_c4,,
97,B201814242C_c2,,
98,B201814242C_c3,,
99,B201809109B_c2,,
100,B201727680C1_c2,,
101,B201727680C1_c1,,
102,B201735334A_c1,,
103,B201813750A_c2,,
104,B201813750A_c3,,
105,B201813750A_c1,,
106,B201817578C_c2,,
107,B201817578C_c3,,
108,B201817578C_c1,,
109,B202016825A_c4,,
110,B202016825A_c3,,
111,B202016825A_c1,,
112,B202004165C_c2,,
113,B202004165C_c3,,
114,B201809110A_c1,,
115,B201800437B_c1,,
116,B201801711B_c2,,
117,B201801711B_c1,,
118,B201720538A2_c2,,
119,B201720538A2_c1,,
120,B201813097B_c2,,
121,B201813097B_c3,,
122,B201813097C_c2,,
123,B201813097C_c3,,
124,B201813097C_c1,,
125,B201812551B_c4,,
126,B201812551B_c3,,
127,B201802055B_c4,,
128,B201802055B_c2,,
129,B201802055B_c3,,
130,B201802055B_c1,,
131,B201730844_c3,,
132,B201730844_c1,,
133,B201802055A_c4,,
134,B201802055A_c2,,
135,B201802055A_c3,,
136,B201710377C_c4,,
137,B201710377C_c5,,
138,B201735334H_c2,,
139,B201720076A3_c2,,
140,B201720076A3_c3,,
141,B201720076A3_c1,,
142,B201809110C_c2,,
143,B201710386B_c2,,
144,B201710386B_c3,,
145,B201710386B_c1,,
146,B201725590E_c4,,
147,B201725590E_c2,,
148,B201725590E_c3,,
149,B201725590E_c1,,
150,B201710379A_c4,,
151,B201710379A_c2,,
152,B201710379A_c3,,
153,B201710379A_c1,,
154,B201727680C2_c2,,
155,B201727680C2_c1,,
156,B201710377A_c4,,
157,B201710377A_c2,,
158,B201710377A_c1,,
159,B201710377A_c5,,
160,B201816126C_c1,,
161,B201809109A_c3,,
162,B201809109A_c1,,
163,B201720076A4_c2,,
164,B201720076A4_c1,,
165,B201710382B_c2,,
166,B201710382B_c3,,
167,B201710382B_c1,,
168,B201721383A4_c1,,
169,B201814242A_c3,,
170,B201814242A_c1,,
171,B201809109C_c4,,
172,B201809109C_c3,,
173,B201801711A_c2,,
174,B201801711A_c1,,
175,B201715933_c2,,
176,B201715933_c3,,
177,B201715933_c1,,
178,B201803401B_c4,,
179,B201803401B_c2,,
180,B201803401B_c3,,
181,B201803401B_c1,,
182,B201720538A1_c2,,
183,B201720538A1_c3,,
184,B201720538A1_c1,,
185,B201710379B_c2,,
186,B201710379B_c3,,
187,B201803401A_c3,,
188,B201803401A_c1,,
189,B201715930A2_c2,,
190,B201715930A2_c1,,
191,B201735334G_c1,,
192,B201813750B3_c1,,
193,B201725590C_c2,,
194,B201725590C_c3,,
195,B201725590C_c1,,
196,B201727680B1_c2,,
197,B201727680B1_c1,,
198,B202012097A_c2,,
199,B202012097A_c3,,
200,B202012097A_c5,,
201,B201813098B_c1,,
202,B201732854B_c2,,
203,B201732854B_c3,,
204,B201732854B_c1,,
205,B201813097A_c2,,
206,B201813097A_c3,,
207,B201715930A1_c2,,
208,B201715930A1_c3,,
209,B201715930A1_c1,,
210,B201923782A_c2,,
211,B201923782A_c3,,
212,B201923782A_c1,,
213,B201735334E_c1,,
214,B201727090A_c2,,
215,B201727090A_c1,,
216,B201718108C_c2,,
217,B201718108C_c3,,
218,B201718108C_c1,,
219,B201714117_c4,,
220,B201714117_c2,,
221,B201714117_c3,,
222,B201714117_c1,,
223,B201720538A3_c4,,
224,B201720538A3_c2,,
225,B201720538A3_c3,,
226,B201720538A3_c1,,
227,B201801711C_c1,,
