,train,val,test
0,16B0006669,16B0006668,16B0006668
1,17B0024162,17B0035225,17B0035225
2,17B0028627,16B0003388,16B0003388
3,17B0034675,17B0019359,17B0019359
4,18B0001506G,17B0031890,17B0031890
5,17B0015777,16B0001851,16B0001851
6,17B0016583,16B0023614,16B0023614
7,17B0016589,17B0017454,17B0017454
8,17B0017717,17B0027608,17B0027608
9,17B00208861,17B0034449,17B0034449
10,17B0021010,18B0001510J,18B0001510J
11,17B0029587,18B0004346A,18B0004346A
12,17B0031079,16B0003394,16B0003394
13,17B0034184,17B0023487,17B0023487
14,18B0004349G,17B0031911,17B0031911
15,16B0006694,17B0027646,17B0027646
16,16B0006695,16B0022608,16B0022608
17,16B0008067,16B0022781,16B0022781
18,16B0023613,16B0028914,16B0028914
19,16B0026792,17B0017506,17B0017506
20,16B0026794,17B0031893,17B0031893
21,16B0026796,18B0002452G,18B0002452G
22,17B0015969,18B0003894H,18B0003894H
23,17B0017511,18B0005124A,18B0005124A
24,17B00208864,18B0006173F,18B0006173F
25,17B0023909,16B0022616,16B0022616
26,17B0024636,16B0027039,16B0027039
27,17B0031109,16B0028168,16B0028168
28,17B0031877,16B0028817,16B0028817
29,17B0031879,18B0005478D,18B0005478D
30,17B0032153,18B0005478I,18B0005478I
31,17B0034674,18B0006623D,18B0006623D
32,18B0001071H,18B0006623J,18B0006623J
33,18B0001159D,,
34,18B0001510G,,
35,18B0001971B,,
36,18B0002930B,,
37,18B0002975B,,
38,18B0003896D,,
39,18B0005718B,,
40,18B0005773,,
41,18B0006177A,,
42,18B0006179I,,
43,16B0008045,,
44,17B0015554,,
45,17B0015685,,
46,17B0022792,,
47,17B0023980,,
48,17B0031053,,
49,17B0031061,,
50,17B0031124,,
51,17B0031932,,
52,18B0005126C,,
53,18B0006622E,,
54,17B0035220,,
55,18B0003808K,,
56,18B0005125B,,
57,18B001071J,,
58,16B0022610,,
59,16B0022612,,
60,16B0022613,,
61,16B0022615,,
62,16B0022786,,
63,16B0024175,,
64,16B0024177,,
65,16B0026795,,
66,17B00116581,,
67,17B0011996,,
68,17B0016566,,
69,17B0016579,,
70,17B0018428,,
71,17B0029534,,
72,17B0031103,,
73,17B0031108,,
74,17B0031904,,
75,17B0034179,,
76,17B0034247,,
77,18B0001966H,,
78,18B0002932D,,
79,18B0002933H,,
80,18B0002933I,,
81,18B0003032A,,
82,18B0003894J,,
83,18B0003901F,,
84,18B0004349A,,
85,18B0004358D,,
86,18B0005230E,,
87,18B0005477G,,
88,18B0006169B,,
89,18B0006170D,,
90,18B0006174B,,
91,18B000646G,,
92,18B000646H,,
93,18B0006621D,,
94,16B0024173,,
95,16B0024174,,
96,16B0024181,,
97,16B0027038,,
98,16B0027040,,
99,16B0028138,,
100,16B0028148,,
101,16B0028161,,
102,16B0028813,,
103,16B0028814,,
104,16B0028815,,
105,16B0028816,,
106,16B0028822,,
107,18B0005478A,,
108,18B0005478B,,
109,18B0005478C,,
110,18B0005478E,,
111,18B0005478F,,
112,18B0005478G,,
113,18B0005478H,,
114,18B0005478J,,
115,18B0006623A,,
116,18B0006623B,,
117,18B0006623C,,
118,18B0006623F,,
119,18B0006623G,,
120,18B0006623H,,
121,18B0006623I,,
