,train,val,test
0,crc_0,crc_1,crc_302
1,crc_2,crc_12,crc_303
2,crc_3,crc_15,crc_304
3,crc_4,crc_20,crc_305
4,crc_5,crc_22,crc_306
5,crc_6,crc_28,crc_307
6,crc_7,crc_30,crc_308
7,crc_8,crc_32,crc_309
8,crc_9,crc_35,crc_310
9,crc_10,crc_40,crc_311
10,crc_11,crc_63,crc_312
11,crc_13,crc_69,crc_313
12,crc_14,crc_86,crc_314
13,crc_16,crc_93,crc_315
14,crc_17,crc_97,crc_316
15,crc_18,crc_99,crc_317
16,crc_19,crc_101,crc_318
17,crc_21,crc_103,crc_319
18,crc_23,crc_105,crc_320
19,crc_24,crc_114,crc_321
20,crc_25,crc_116,crc_322
21,crc_26,crc_125,crc_323
22,crc_27,crc_126,crc_324
23,crc_29,crc_134,crc_325
24,crc_31,crc_140,crc_326
25,crc_33,crc_142,crc_327
26,crc_34,crc_147,crc_328
27,crc_36,crc_148,crc_329
28,crc_37,crc_152,crc_330
29,crc_38,crc_159,crc_331
30,crc_39,crc_162,crc_332
31,crc_41,crc_164,crc_333
32,crc_42,crc_167,crc_334
33,crc_43,crc_174,crc_335
34,crc_44,crc_180,crc_336
35,crc_45,crc_187,crc_337
36,crc_46,crc_198,crc_338
37,crc_47,crc_199,crc_339
38,crc_48,crc_201,crc_340
39,crc_49,crc_207,crc_341
40,crc_50,crc_211,crc_342
41,crc_51,crc_216,crc_343
42,crc_52,crc_217,crc_344
43,crc_53,crc_219,crc_345
44,crc_54,crc_221,crc_346
45,crc_55,crc_232,crc_347
46,crc_56,crc_236,crc_348
47,crc_57,crc_239,crc_349
48,crc_58,crc_240,crc_350
49,crc_59,crc_244,crc_351
50,crc_60,crc_247,crc_352
51,crc_61,crc_256,crc_353
52,crc_62,crc_258,crc_354
53,crc_64,crc_260,crc_355
54,crc_65,crc_264,crc_356
55,crc_66,crc_268,crc_357
56,crc_67,crc_272,crc_358
57,crc_68,crc_291,crc_359
58,crc_70,,crc_360
59,crc_71,,crc_361
60,crc_72,,crc_362
61,crc_73,,crc_363
62,crc_74,,crc_364
63,crc_75,,crc_365
64,crc_76,,crc_366
65,crc_77,,crc_367
66,crc_78,,crc_368
67,crc_79,,crc_369
68,crc_80,,crc_370
69,crc_81,,crc_371
70,crc_82,,crc_372
71,crc_83,,crc_373
72,crc_84,,crc_374
73,crc_85,,crc_375
74,crc_87,,crc_376
75,crc_88,,crc_377
76,crc_89,,crc_378
77,crc_90,,crc_379
78,crc_91,,crc_380
79,crc_92,,crc_381
80,crc_94,,crc_382
81,crc_95,,crc_383
82,crc_96,,crc_384
83,crc_98,,crc_385
84,crc_100,,crc_386
