,train,val,test
0,crc_0,crc_3,crc_302
1,crc_1,crc_11,crc_303
2,crc_2,crc_12,crc_304
3,crc_4,crc_22,crc_305
4,crc_5,crc_34,crc_306
5,crc_6,crc_49,crc_307
6,crc_7,crc_56,crc_308
7,crc_8,crc_62,crc_309
8,crc_9,crc_64,crc_310
9,crc_10,crc_65,crc_311
10,crc_13,crc_74,crc_312
11,crc_14,crc_76,crc_313
12,crc_15,crc_81,crc_314
13,crc_16,crc_83,crc_315
14,crc_17,crc_87,crc_316
15,crc_18,crc_88,crc_317
16,crc_19,crc_93,crc_318
17,crc_20,crc_94,crc_319
18,crc_21,crc_99,crc_320
19,crc_23,crc_101,crc_321
20,crc_24,crc_103,crc_322
21,crc_25,crc_106,crc_323
22,crc_26,crc_109,crc_324
23,crc_27,crc_110,crc_325
24,crc_28,crc_125,crc_326
25,crc_29,crc_135,crc_327
26,crc_30,crc_139,crc_328
27,crc_31,crc_142,crc_329
28,crc_32,crc_143,crc_330
29,crc_33,crc_144,crc_331
30,crc_35,crc_151,crc_332
31,crc_36,crc_162,crc_333
32,crc_37,crc_165,crc_334
33,crc_38,crc_167,crc_335
34,crc_39,crc_169,crc_336
35,crc_40,crc_171,crc_337
36,crc_41,crc_173,crc_338
37,crc_42,crc_176,crc_339
38,crc_43,crc_183,crc_340
39,crc_44,crc_186,crc_341
40,crc_45,crc_187,crc_342
41,crc_46,crc_196,crc_343
42,crc_47,crc_197,crc_344
43,crc_48,crc_201,crc_345
44,crc_50,crc_204,crc_346
45,crc_51,crc_205,crc_347
46,crc_52,crc_206,crc_348
47,crc_53,crc_210,crc_349
48,crc_54,crc_211,crc_350
49,crc_55,crc_215,crc_351
50,crc_57,crc_216,crc_352
51,crc_58,crc_220,crc_353
52,crc_59,crc_221,crc_354
53,crc_60,crc_222,crc_355
54,crc_61,crc_227,crc_356
55,crc_63,crc_228,crc_357
56,crc_66,crc_229,crc_358
57,crc_67,crc_230,crc_359
58,crc_68,crc_233,crc_360
59,crc_69,crc_234,crc_361
60,crc_70,crc_238,crc_362
61,crc_71,crc_249,crc_363
62,crc_72,crc_252,crc_364
63,crc_73,crc_266,crc_365
64,crc_75,crc_272,crc_366
65,crc_77,crc_273,crc_367
66,crc_78,crc_275,crc_368
67,crc_79,crc_279,crc_369
68,crc_80,crc_292,crc_370
69,crc_82,,crc_371
70,crc_84,,crc_372
71,crc_85,,crc_373
72,crc_86,,crc_374
73,crc_89,,crc_375
74,crc_90,,crc_376
75,crc_91,,crc_377
76,crc_92,,crc_378
77,crc_95,,crc_379
78,crc_96,,crc_380
79,crc_97,,crc_381
80,crc_98,,crc_382
81,crc_100,,crc_383
82,crc_102,,crc_384
83,crc_104,,crc_385
84,crc_105,,crc_386
85,crc_107,,crc_387
86,crc_108,,crc_388
87,crc_111,,crc_389
88,crc_112,,crc_390
89,crc_113,,crc_391
90,crc_114,,crc_392
91,crc_115,,crc_393
92,crc_116,,crc_394
93,crc_117,,crc_395
94,crc_118,,crc_396
95,crc_119,,crc_397
96,crc_120,,crc_398
97,crc_121,,crc_399
98,crc_122,,crc_400
99,crc_123,,crc_401
100,crc_124,,crc_402
101,crc_126,,crc_403
102,crc_127,,crc_404
103,crc_128,,crc_405
104,crc_129,,crc_406
105,crc_130,,crc_407
106,crc_131,,crc_408
107,crc_132,,crc_409
108,crc_133,,crc_410
109,crc_134,,crc_411
110,crc_136,,crc_412
111,crc_137,,crc_413
112,crc_138,,crc_414
113,crc_140,,crc_415
114,crc_141,,crc_416
115,crc_145,,crc_417
116,crc_146,,crc_418
117,crc_147,,crc_419
118,crc_148,,crc_420
119,crc_149,,crc_421
120,crc_150,,crc_422
121,crc_152,,crc_423
122,crc_153,,crc_424
123,crc_154,,crc_425
124,crc_155,,crc_426
125,crc_156,,crc_427
126,crc_157,,crc_428
127,crc_158,,crc_429
128,crc_159,,crc_430
129,crc_160,,
130,crc_161,,
131,crc_163,,
132,crc_164,,
133,crc_166,,
134,crc_168,,
135,crc_170,,
136,crc_172,,
137,crc_174,,
138,crc_175,,
139,crc_177,,
140,crc_178,,
141,crc_179,,
142,crc_180,,
143,crc_181,,
144,crc_182,,
145,crc_184,,
146,crc_185,,
147,crc_188,,
148,crc_189,,
149,crc_190,,
150,crc_191,,
151,crc_192,,
152,crc_193,,
153,crc_194,,
154,crc_195,,
155,crc_198,,
156,crc_199,,
157,crc_200,,
158,crc_202,,
159,crc_203,,
160,crc_207,,
161,crc_208,,
162,crc_209,,
163,crc_212,,
164,crc_213,,
165,crc_214,,
166,crc_217,,
167,crc_218,,
168,crc_219,,
169,crc_223,,
170,crc_224,,
171,crc_225,,
172,crc_226,,
173,crc_231,,
174,crc_232,,
175,crc_235,,
176,crc_236,,
177,crc_237,,
178,crc_239,,
179,crc_240,,
180,crc_241,,
181,crc_242,,
182,crc_243,,
183,crc_244,,
184,crc_245,,
185,crc_246,,
186,crc_247,,
187,crc_248,,
188,crc_250,,
189,crc_251,,
190,crc_253,,
191,crc_254,,
192,crc_255,,
193,crc_256,,
194,crc_257,,
195,crc_258,,
196,crc_259,,
197,crc_260,,
198,crc_261,,
199,crc_262,,
200,crc_263,,
201,crc_264,,
202,crc_265,,
203,crc_267,,
204,crc_268,,
205,crc_269,,
206,crc_270,,
207,crc_271,,
208,crc_274,,
209,crc_276,,
210,crc_277,,
211,crc_278,,
212,crc_280,,
213,crc_281,,
214,crc_282,,
215,crc_283,,
216,crc_284,,
217,crc_285,,
218,crc_286,,
219,crc_287,,
220,crc_288,,
221,crc_289,,
222,crc_290,,
223,crc_291,,
224,crc_293,,
225,crc_294,,
226,crc_295,,
227,crc_296,,
228,crc_297,,
229,crc_298,,
230,crc_299,,
231,crc_300,,
232,crc_301,,
