,train,val,test
0,test_005,test_003,test_003
1,test_006,test_012,test_012
2,test_007,test_019,test_019
3,test_009,test_025,test_025
4,test_014,test_035,test_035
5,test_015,test_042,test_042
6,test_017,test_050,test_050
7,test_018,test_057,test_057
8,test_020,test_063,test_063
9,test_022,test_077,test_077
10,test_023,test_085,test_085
11,test_024,test_091,test_091
12,test_028,test_100,test_100
13,test_031,test_109,test_109
14,test_032,test_118,test_118
15,test_034,test_125,test_125
16,test_036,test_130,test_130
17,test_037,normal_005,normal_005
18,test_039,normal_010,normal_010
19,test_041,normal_015,normal_015
20,test_043,normal_020,normal_020
21,test_044,normal_025,normal_025
22,test_045,normal_030,normal_030
23,test_047,normal_035,normal_035
24,test_053,normal_040,normal_040
25,test_054,normal_045,normal_045
26,test_055,normal_050,normal_050
27,test_056,normal_055,normal_055
28,test_058,normal_060,normal_060
29,test_059,normal_065,normal_065
30,test_060,normal_070,normal_070
31,test_062,normal_075,normal_075
32,test_067,normal_080,normal_080
33,test_070,normal_085,normal_085
34,test_072,normal_090,normal_090
35,test_076,normal_095,normal_095
36,test_078,normal_100,normal_100
37,test_080,normal_105,normal_105
38,test_081,normal_110,normal_110
39,test_083,normal_115,normal_115
40,test_086,normal_120,normal_120
41,test_087,normal_125,normal_125
42,test_088,normal_130,normal_130
43,test_089,normal_135,normal_135
44,test_093,normal_140,normal_140
45,test_095,normal_145,normal_145
46,test_096,normal_150,normal_150
47,test_098,normal_155,normal_155
48,test_101,test_001,test_001
49,test_103,test_011,test_011
50,test_106,test_027,test_027
51,test_107,test_040,test_040
52,test_111,test_061,test_061
53,test_112,test_069,test_069
54,test_114,test_079,test_079
55,test_115,test_094,test_094
56,test_119,test_105,test_105
57,test_120,test_117,test_117
58,test_123,tumor_003,tumor_003
59,test_124,tumor_008,tumor_008
60,test_126,tumor_013,tumor_013
61,test_127,tumor_018,tumor_018
62,test_128,tumor_023,tumor_023
63,test_129,tumor_028,tumor_028
64,normal_001,tumor_033,tumor_033
65,normal_002,tumor_038,tumor_038
66,normal_003,tumor_043,tumor_043
67,normal_004,tumor_048,tumor_048
68,normal_006,tumor_053,tumor_053
69,normal_007,tumor_058,tumor_058
70,normal_008,tumor_063,tumor_063
71,normal_009,tumor_068,tumor_068
72,normal_011,tumor_073,tumor_073
73,normal_012,tumor_078,tumor_078
74,normal_013,tumor_083,tumor_083
75,normal_014,tumor_088,tumor_088
76,normal_016,tumor_093,tumor_093
77,normal_017,tumor_098,tumor_098
78,normal_018,tumor_103,tumor_103
79,normal_019,tumor_108,tumor_108
80,normal_021,,
81,normal_022,,
82,normal_023,,
83,normal_024,,
84,normal_026,,
85,normal_027,,
86,normal_028,,
87,normal_029,,
88,normal_031,,
89,normal_032,,
90,normal_033,,
91,normal_034,,
92,normal_036,,
93,normal_037,,
94,normal_038,,
95,normal_039,,
96,normal_041,,
97,normal_042,,
98,normal_043,,
99,normal_044,,
100,normal_046,,
101,normal_047,,
102,normal_048,,
103,normal_049,,
104,normal_051,,
105,normal_052,,
106,normal_053,,
107,normal_054,,
108,normal_056,,
109,normal_057,,
110,normal_058,,
111,normal_059,,
112,normal_061,,
113,normal_062,,
114,normal_063,,
115,normal_064,,
116,normal_066,,
117,normal_067,,
118,normal_068,,
119,normal_069,,
120,normal_071,,
121,normal_072,,
122,normal_073,,
123,normal_074,,
124,normal_076,,
125,normal_077,,
126,normal_078,,
127,normal_079,,
128,normal_081,,
129,normal_082,,
130,normal_083,,
131,normal_084,,
132,normal_086,,
133,normal_087,,
134,normal_088,,
135,normal_089,,
136,normal_091,,
137,normal_092,,
138,normal_093,,
139,normal_094,,
140,normal_096,,
141,normal_097,,
142,normal_098,,
143,normal_099,,
144,normal_101,,
145,normal_102,,
146,normal_103,,
147,normal_104,,
148,normal_106,,
149,normal_107,,
150,normal_108,,
151,normal_109,,
152,normal_111,,
153,normal_112,,
154,normal_113,,
155,normal_114,,
156,normal_116,,
157,normal_117,,
158,normal_118,,
159,normal_119,,
160,normal_121,,
161,normal_122,,
162,normal_123,,
163,normal_124,,
164,normal_126,,
165,normal_127,,
166,normal_128,,
167,normal_129,,
168,normal_131,,
169,normal_132,,
170,normal_133,,
171,normal_134,,
172,normal_136,,
173,normal_137,,
174,normal_138,,
175,normal_139,,
176,normal_141,,
177,normal_142,,
178,normal_143,,
179,normal_144,,
180,normal_146,,
181,normal_147,,
182,normal_148,,
183,normal_149,,
184,normal_151,,
185,normal_152,,
186,normal_153,,
187,normal_154,,
188,normal_156,,
189,normal_157,,
190,normal_158,,
191,normal_159,,
192,test_002,,
193,test_004,,
194,test_008,,
195,test_010,,
196,test_013,,
197,test_016,,
198,test_021,,
199,test_026,,
200,test_029,,
201,test_030,,
202,test_033,,
203,test_038,,
204,test_046,,
205,test_048,,
206,test_051,,
207,test_052,,
208,test_064,,
209,test_065,,
210,test_066,,
211,test_068,,
212,test_071,,
213,test_073,,
214,test_074,,
215,test_075,,
216,test_082,,
217,test_084,,
218,test_090,,
219,test_092,,
220,test_097,,
221,test_099,,
222,test_102,,
223,test_104,,
224,test_108,,
225,test_110,,
226,test_113,,
227,test_116,,
228,test_121,,
229,test_122,,
230,tumor_001,,
231,tumor_002,,
232,tumor_004,,
233,tumor_005,,
234,tumor_006,,
235,tumor_007,,
236,tumor_009,,
237,tumor_010,,
238,tumor_011,,
239,tumor_012,,
240,tumor_014,,
241,tumor_015,,
242,tumor_016,,
243,tumor_017,,
244,tumor_019,,
245,tumor_020,,
246,tumor_021,,
247,tumor_022,,
248,tumor_024,,
249,tumor_025,,
250,tumor_026,,
251,tumor_027,,
252,tumor_029,,
253,tumor_030,,
254,tumor_031,,
255,tumor_032,,
256,tumor_034,,
257,tumor_035,,
258,tumor_036,,
259,tumor_037,,
260,tumor_039,,
261,tumor_040,,
262,tumor_041,,
263,tumor_042,,
264,tumor_044,,
265,tumor_045,,
266,tumor_046,,
267,tumor_047,,
268,tumor_049,,
269,tumor_050,,
270,tumor_051,,
271,tumor_052,,
272,tumor_054,,
273,tumor_055,,
274,tumor_056,,
