,train,val,test
0,test_003,test_007,test_007
1,test_005,test_017,test_017
2,test_006,test_023,test_023
3,test_009,test_032,test_032
4,test_012,test_039,test_039
5,test_014,test_045,test_045
6,test_015,test_055,test_055
7,test_018,test_060,test_060
8,test_019,test_072,test_072
9,test_020,test_081,test_081
10,test_022,test_088,test_088
11,test_024,test_096,test_096
12,test_025,test_106,test_106
13,test_028,test_114,test_114
14,test_031,test_123,test_123
15,test_034,test_128,test_128
16,test_035,normal_003,normal_003
17,test_036,normal_008,normal_008
18,test_037,normal_013,normal_013
19,test_041,normal_018,normal_018
20,test_042,normal_023,normal_023
21,test_043,normal_028,normal_028
22,test_044,normal_033,normal_033
23,test_047,normal_038,normal_038
24,test_050,normal_043,normal_043
25,test_053,normal_048,normal_048
26,test_054,normal_053,normal_053
27,test_056,normal_058,normal_058
28,test_057,normal_063,normal_063
29,test_058,normal_068,normal_068
30,test_059,normal_073,normal_073
31,test_062,normal_078,normal_078
32,test_063,normal_083,normal_083
33,test_067,normal_088,normal_088
34,test_070,normal_093,normal_093
35,test_076,normal_098,normal_098
36,test_077,normal_103,normal_103
37,test_078,normal_108,normal_108
38,test_080,normal_113,normal_113
39,test_083,normal_118,normal_118
40,test_085,normal_123,normal_123
41,test_086,normal_128,normal_128
42,test_087,normal_133,normal_133
43,test_089,normal_138,normal_138
44,test_091,normal_143,normal_143
45,test_093,normal_148,normal_148
46,test_095,normal_153,normal_153
47,test_098,normal_158,normal_158
48,test_100,test_008,test_008
49,test_101,test_021,test_021
50,test_103,test_033,test_033
51,test_107,test_051,test_051
52,test_109,test_066,test_066
53,test_111,test_074,test_074
54,test_112,test_090,test_090
55,test_115,test_102,test_102
56,test_118,test_113,test_113
57,test_119,tumor_001,tumor_001
58,test_120,tumor_006,tumor_006
59,test_124,tumor_011,tumor_011
60,test_125,tumor_016,tumor_016
61,test_126,tumor_021,tumor_021
62,test_127,tumor_026,tumor_026
63,test_129,tumor_031,tumor_031
64,test_130,tumor_036,tumor_036
65,normal_001,tumor_041,tumor_041
66,normal_002,tumor_046,tumor_046
67,normal_004,tumor_051,tumor_051
68,normal_005,tumor_056,tumor_056
69,normal_006,tumor_061,tumor_061
70,normal_007,tumor_066,tumor_066
71,normal_009,tumor_071,tumor_071
72,normal_010,tumor_076,tumor_076
73,normal_011,tumor_081,tumor_081
74,normal_012,tumor_086,tumor_086
75,normal_014,tumor_091,tumor_091
76,normal_015,tumor_096,tumor_096
77,normal_016,tumor_101,tumor_101
78,normal_017,tumor_106,tumor_106
79,normal_019,tumor_111,tumor_111
80,normal_020,,
81,normal_021,,
82,normal_022,,
83,normal_024,,
84,normal_025,,
85,normal_026,,
86,normal_027,,
87,normal_029,,
88,normal_030,,
89,normal_031,,
90,normal_032,,
91,normal_034,,
92,normal_035,,
93,normal_036,,
94,normal_037,,
95,normal_039,,
96,normal_040,,
97,normal_041,,
98,normal_042,,
99,normal_044,,
100,normal_045,,
101,normal_046,,
102,normal_047,,
103,normal_049,,
104,normal_050,,
105,normal_051,,
106,normal_052,,
107,normal_054,,
108,normal_055,,
109,normal_056,,
110,normal_057,,
111,normal_059,,
112,normal_060,,
113,normal_061,,
114,normal_062,,
115,normal_064,,
116,normal_065,,
117,normal_066,,
118,normal_067,,
119,normal_069,,
120,normal_070,,
121,normal_071,,
122,normal_072,,
123,normal_074,,
124,normal_075,,
125,normal_076,,
126,normal_077,,
127,normal_079,,
128,normal_080,,
