,train,val,test
0,normal_001,test_003,test_003
1,normal_002,test_005,test_005
2,normal_003,test_006,test_006
3,normal_004,test_007,test_007
4,normal_005,test_009,test_009
5,normal_006,test_012,test_012
6,normal_007,test_014,test_014
7,normal_008,test_015,test_015
8,normal_009,test_017,test_017
9,normal_010,test_018,test_018
10,normal_011,test_019,test_019
11,normal_012,test_020,test_020
12,normal_013,test_022,test_022
13,normal_014,test_023,test_023
14,normal_015,test_024,test_024
15,normal_016,test_025,test_025
16,normal_017,test_028,test_028
17,normal_018,test_031,test_031
18,normal_019,test_032,test_032
19,normal_020,test_034,test_034
20,normal_021,test_035,test_035
21,normal_022,test_036,test_036
22,normal_023,test_037,test_037
23,normal_024,test_039,test_039
24,normal_025,test_041,test_041
25,normal_026,test_042,test_042
26,normal_026,test_043,test_043
27,normal_028,test_044,test_044
28,normal_029,test_045,test_045
29,normal_030,test_047,test_047
30,normal_031,test_050,test_050
31,normal_032,test_053,test_053
32,normal_033,test_054,test_054
33,normal_034,test_055,test_055
34,normal_035,test_056,test_056
35,normal_036,test_057,test_057
36,normal_037,test_058,test_058
37,normal_038,test_059,test_059
38,normal_039,test_060,test_060
39,normal_040,test_062,test_062
40,normal_041,test_063,test_063
41,normal_042,test_067,test_067
42,normal_043,test_070,test_070
43,normal_044,test_072,test_072
44,normal_045,test_076,test_076
45,normal_046,test_077,test_077
46,normal_047,test_078,test_078
47,normal_048,test_080,test_080
48,normal_049,test_081,test_081
49,normal_050,test_083,test_083
50,normal_051,test_085,test_085
51,normal_052,test_086,test_086
52,normal_053,test_087,test_087
53,normal_054,test_088,test_088
54,normal_055,test_089,test_089
55,normal_056,test_091,test_091
56,normal_057,test_093,test_093
57,normal_058,test_095,test_095
58,normal_059,test_096,test_096
59,normal_060,test_098,test_098
60,normal_061,test_100,test_100
61,normal_062,test_101,test_101
62,normal_063,test_103,test_103
63,normal_064,test_106,test_106
64,normal_065,test_107,test_107
65,normal_066,test_109,test_109
66,normal_067,test_111,test_111
67,normal_068,test_112,test_112
68,normal_069,test_114,test_114
69,normal_070,test_115,test_115
70,normal_071,test_118,test_118
71,normal_072,test_119,test_119
72,normal_073,test_120,test_120
73,normal_074,test_123,test_123
74,normal_075,test_124,test_124
75,normal_076,test_125,test_125
76,normal_077,test_126,test_126
77,normal_078,test_127,test_127
78,normal_079,test_128,test_128
79,normal_080,test_129,test_129
80,normal_081,test_130,test_130
81,normal_082,test_001,test_001
82,normal_083,test_002,test_002
83,normal_084,test_004,test_004
84,normal_085,test_008,test_008
85,normal_086,test_010,test_010
86,normal_087,test_011,test_011
87,normal_088,test_013,test_013
88,normal_089,test_016,test_016
89,normal_090,test_021,test_021
90,normal_091,test_026,test_026
91,normal_092,test_027,test_027
92,normal_093,test_029,test_029
93,normal_094,test_030,test_030
94,normal_095,test_033,test_033
95,normal_096,test_038,test_038
96,normal_097,test_040,test_040
97,normal_098,test_046,test_046
98,normal_099,test_048,test_048
99,normal_100,test_051,test_051
100,normal_101,test_052,test_052
101,normal_102,test_061,test_061
102,normal_103,test_064,test_064
103,normal_104,test_065,test_065
104,normal_105,test_066,test_066
105,normal_106,test_068,test_068
106,normal_107,test_069,test_069
107,normal_108,test_071,test_071
108,normal_109,test_073,test_073
109,normal_110,test_074,test_074
110,normal_111,test_075,test_075
111,normal_112,test_079,test_079
112,normal_113,test_082,test_082
113,normal_114,test_084,test_084
114,normal_115,test_090,test_090
115,normal_116,test_092,test_092
116,normal_117,test_094,test_094
117,normal_118,test_097,test_097
118,normal_119,test_099,test_099
119,normal_120,test_102,test_102
120,normal_121,test_104,test_104
121,normal_122,test_105,test_105
122,normal_123,test_108,test_108
123,normal_124,test_110,test_110
124,normal_125,test_113,test_113
125,normal_126,test_116,test_116
126,normal_127,test_117,test_117
127,normal_128,test_121,test_121
128,normal_129,test_122,test_122
129,normal_130,,
130,normal_131,,
131,normal_132,,
132,normal_133,,
133,normal_134,,
134,normal_135,,
135,normal_136,,
136,normal_137,,
137,normal_138,,
138,normal_139,,
139,normal_140,,
140,normal_141,,
141,normal_142,,
142,normal_143,,
143,normal_144,,
144,normal_145,,
145,normal_146,,
146,normal_147,,
147,normal_148,,
148,normal_149,,
149,normal_150,,
150,normal_151,,
151,normal_152,,
152,normal_153,,
153,normal_154,,
154,normal_155,,
155,normal_156,,
156,normal_157,,
157,normal_158,,
158,normal_159,,
159,tumor_001,,
160,tumor_002,,
161,tumor_003,,
162,tumor_004,,
163,tumor_005,,
164,tumor_006,,
165,tumor_007,,
166,tumor_008,,
167,tumor_009,,
168,tumor_010,,
169,tumor_011,,
170,tumor_012,,
171,tumor_013,,
172,tumor_014,,
173,tumor_015,,
174,tumor_016,,
175,tumor_017,,
176,tumor_018,,
177,tumor_019,,
178,tumor_020,,
179,tumor_021,,
180,tumor_022,,
181,tumor_023,,
182,tumor_024,,
183,tumor_025,,
184,tumor_026,,
185,tumor_027,,
186,tumor_028,,
187,tumor_029,,
188,tumor_030,,
189,tumor_031,,
190,tumor_032,,
191,tumor_033,,
192,tumor_034,,
193,tumor_035,,
194,tumor_036,,
195,tumor_037,,
196,tumor_038,,
197,tumor_039,,
198,tumor_040,,
199,tumor_041,,
200,tumor_042,,
201,tumor_043,,
202,tumor_044,,
203,tumor_045,,
204,tumor_046,,
205,tumor_047,,
206,tumor_048,,
207,tumor_049,,
208,tumor_050,,
209,tumor_051,,
210,tumor_052,,
211,tumor_053,,
212,tumor_054,,
213,tumor_055,,
214,tumor_056,,
215,tumor_057,,
216,tumor_058,,
217,tumor_059,,
218,tumor_060,,
219,tumor_061,,
220,tumor_062,,
221,tumor_063,,
222,tumor_064,,
223,tumor_065,,
224,tumor_066,,
225,tumor_067,,
226,tumor_068,,
227,tumor_069,,
228,tumor_070,,
229,tumor_071,,
230,tumor_072,,
231,tumor_073,,
232,tumor_074,,
233,tumor_075,,
234,tumor_076,,
235,tumor_077,,
236,tumor_078,,
237,tumor_079,,
238,tumor_080,,
239,tumor_081,,
240,tumor_082,,
241,tumor_083,,
242,tumor_084,,
243,tumor_085,,
244,tumor_086,,
245,tumor_087,,
246,tumor_088,,
247,tumor_089,,
248,tumor_090,,
249,tumor_091,,
250,tumor_092,,
251,tumor_093,,
252,tumor_094,,
253,tumor_095,,
254,tumor_096,,
255,tumor_097,,
256,tumor_098,,
257,tumor_099,,
258,tumor_100,,
259,tumor_101,,
260,tumor_102,,
261,tumor_103,,
262,tumor_104,,
263,tumor_105,,
264,tumor_106,,
265,tumor_107,,
266,tumor_108,,
267,tumor_109,,
268,tumor_110,,
269,tumor_111,,
