,train,val,test
0,B201907993C1,B201905872A1,B201905872A1
1,B201931995D,B201912177A2,B201912177A2
2,B201936411A,B201907993A2,B201907993A2
3,B201936411B,B201907993A1,B201907993A1
4,B201931817B2,B201200976B1,B201200976B1
5,B201905872A2,B201200976A1,B201200976A1
6,B202002395C1,B201402563A2,B201402563A2
7,B201905872B2,B201420727C,B201420727C
8,B201928825D1,B201522223A8,B201522223A8
9,B201905872C2,B201823770A,B201823770A
10,B201919084B2,B201806703A,B201806703A
11,B201905872C1,B201806213B2,B201806213B2
12,B201907993B1,B201804116A2,B201804116A2
13,B201931995C,B201804116B,B201804116B
14,B201931995B,B201804872A4,B201804872A4
15,B201931995A,B201806220B2,B201806220B2
16,B201905872B1,B201805607C2,B201805607C2
17,B201919084A1,B201806398D1,B201806398D1
18,B201928825B2,B201806212B1,B201806212B1
19,B201907770C1,B201804872A3,B201804872A3
20,B201317553B1,B201806733C,B201806733C
21,B201304490A2,B201806220A1,B201806220A1
22,B201200976C,B201805671B1,B201805671B1
23,B201321212A1,B201804612B1,B201804612B1
24,B201602680C1,B201806314A2,B201806314A2
25,B201607053B1,B201805795A1,B201805795A1
26,B201614308C,B201804872D,B201804872D
27,B201607053A1,B201107603C2,B201107603C2
28,B201402563D1,B201019993B1,B201019993B1
29,B201606721D1,B201018569D1,B201018569D1
30,B201402563D2,B201800628B1,B201800628B1
31,B201325078A1,B201800765C,B201800765C
32,B201402563A1,B201800158C2,B201800158C2
33,B201612702B,B201802061C2,B201802061C2
34,B201612702A2,B201800765E1,B201800765E1
35,B201402563B1,B201800628B2,B201800628B2
36,B201514231A2,B201800470B1,B201800470B1
37,B201827480B2,B201802382A3,B201802382A3
38,B201834778B2,B201801034C1,B201801034C1
39,B201827480C1,B201802381B,B201802381B
40,B201827480HE,B201802381C,B201802381C
41,B201823770B,B201802061D1,B201802061D1
42,B201823770A2,B201800158A1,B201800158A1
43,B201804872C2,B201801248C2,B201801248C2
44,B201806220C2,B201800158D1,B201800158D1
45,B201803918A2,B201803895A2,B201803895A2
46,B201805990C,B201519204C,B201519204C
47,B201806213B1,B201317554B2,B201317554B2
48,B201804116C,B201518371B2,B201518371B2
49,B201805990B1,B201415605B1,B201415605B1
50,B201804612B2_2,B201919084A2,B201919084A2
51,B201806321B,B201936411C,B201936411C
52,B201803918A3,B201939700A1,B201939700A1
53,B201804872A2,B201906782A1,B201906782A1
54,B201806702B1,B201509635B,B201509635B
55,B201805795D2,B201609285A2,B201609285A2
56,B201805607D,B201614308A3,B201614308A3
57,B201805671A2,B201609285C,B201609285C
58,B201804612A2,B201607053B2,B201607053B2
59,B201806212A1,B201828900B1,B201828900B1
60,B201804872B,B201828900G,B201828900G
61,B201806703C,B201823532A1,B201823532A1
62,B201806702B2,B201829916C1,B201829916C1
63,B201805990B2,B201829916B3,B201829916B3
64,B201803918B2,B201835090B,B201835090B
65,B201806520C,B201820572C,B201820572C
66,B201804612B2_1,B201829916D2,B201829916D2
67,B201806398A1,B201804191D,B201804191D
68,B201805607C1,B201019993B2,B201019993B2
69,B201804191C1,B201107603l2,B201107603l2
